Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
6082,,AM,da Fonseca,"Laboratório de Epigenética e Metabolismo Embrionário, Centro de Ciências Naturais e Humanas, Universidade Federal do ABC, Santo André, SP, Brasil.",Brasil,Universidade Federal do ABC
6083,,EC,Dos Santos,"Laboratório de Epigenética e Metabolismo Embrionário, Centro de Ciências Naturais e Humanas, Universidade Federal do ABC, Santo André, SP, Brasil.",Brasil,Universidade Federal do ABC
6084,,J,Ispada,"Laboratório de Epigenética e Metabolismo Embrionário, Centro de Ciências Naturais e Humanas, Universidade Federal do ABC, Santo André, SP, Brasil.",Brasil,Universidade Federal do ABC
6085,,R,Toghroli,"Social Determinants in Health Promotion Research Center, Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran.",Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran,Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran.
6086,,T,Aghamolaei,"Social Determinants in Health Promotion Research Center, Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran.",Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran,Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran.
6087,,L,Hassani,"Social Determinants in Health Promotion Research Center, Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran.",Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran,Hormozgan Health institute Hormozgan University of Medical Sciences Bandar Abbas Iran.
6088,,H,Sharifi,"HIV/STI Surveillance Research Center, and WHO Collaborating Center for HIV Surveillance, Institute for Futures Studies in Health Kerman University of Medical Sciences Kerman Iran.",Institute for Futures Studies in Health Kerman University of Medical Sciences Kerman Iran,Institute for Futures Studies in Health Kerman University of Medical Sciences Kerman Iran.
6089,,M,Jajarmi,"Department of Pathobiology, Faculty of Veterinary Medicine Shahid Bahonar University of Kerman Kerman Iran.",Faculty of Veterinary Medicine Shahid Bahonar University of Kerman Kerman Iran,Faculty of Veterinary Medicine Shahid Bahonar University of Kerman Kerman Iran.
6090,,CM,Tucciarone,"Department of Animal Medicine, Production and Health (MAPS), University of Padua, Viale dell'Università 16, 35020 Legnaro, Italy.",Italy,University of Padua
6091,,G,Franzo,"Department of Animal Medicine, Production and Health (MAPS), University of Padua, Viale dell'Università 16, 35020 Legnaro, Italy.",Italy,University of Padua
6092,,M,Legnardi,"Department of Animal Medicine, Production and Health (MAPS), University of Padua, Viale dell'Università 16, 35020 Legnaro, Italy.",Italy,University of Padua
6093,,D,Pasotto,"Department of Animal Medicine, Production and Health (MAPS), University of Padua, Viale dell'Università 16, 35020 Legnaro, Italy.",Italy,University of Padua
6094,,C,Lupini,"Department of Veterinary Medical Sciences, University of Bologna, Via Tolara di Sopra 43, 40064 Ozzano dell'Emilia, Italy.",Italy,University of Bologna
6095,,E,Catelli,"Department of Veterinary Medical Sciences, University of Bologna, Via Tolara di Sopra 43, 40064 Ozzano dell'Emilia, Italy.",Italy,University of Bologna
6096,,G,Quaglia,"Department of Veterinary Medical Sciences, University of Bologna, Via Tolara di Sopra 43, 40064 Ozzano dell'Emilia, Italy.",Italy,University of Bologna
6097,,G,Graziosi,"Department of Veterinary Medical Sciences, University of Bologna, Via Tolara di Sopra 43, 40064 Ozzano dell'Emilia, Italy.",Italy,University of Bologna
6098,,E,Dal Molin,"Istituto Zooprofilattico Sperimentale delle Venezie, Viale dell'Università 10, 35020 Legnaro, Italy.",Italy,Viale dell'Università 10
6099,,F,Gobbo,"Istituto Zooprofilattico Sperimentale delle Venezie, Viale dell'Università 10, 35020 Legnaro, Italy.",Italy,Viale dell'Università 10
6100,,M,Cecchinato,"Department of Comparative Biomedicine and Food Science (BCA), University of Padua 16, Viale dell'Università, 35020 Legnaro, Italy.",Italy,University of Padua 16
6101,,CM,Gigante,"Poxvirus and Rabies Branch, Division of High-Consequence Pathogens and Pathology, National Center for Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30329, USA.",USA,Unparsed
6102,,G,Yale,"Mission Rabies, Tonca, Panjim, Goa 403001, India.",India,Unparsed
6103,,RE,Condori,"Poxvirus and Rabies Branch, Division of High-Consequence Pathogens and Pathology, National Center for Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30329, USA.",USA,Unparsed
6104,,NC,Costa,"Disease Investigation Unit, Directorate of Animal Health and Veterinary Services, Patto, Panjim, Goa 403001, India.",India,Unparsed
6105,,NV,Long,"Vietnam Department of Animal Health, Hanoi 100000, Vietnam.",Vietnam,Unparsed
6106,,PQ,Minh,"Vietnam Department of Animal Health, Hanoi 100000, Vietnam.",Vietnam,Unparsed
6107,,VD,Chuong,"Vietnam Department of Animal Health, Hanoi 100000, Vietnam.",Vietnam,Unparsed
6108,,ND,Tho,"National Center for Veterinary Diseases, Hanoi 100000, Vietnam.",Vietnam,Unparsed
6109,,NT,Thanh,"Sub-Department of Animal Health, Phú Thọ Province 35000, Vietnam.",Vietnam,Unparsed
6110,,NX,Thin,"Sub-Department of Animal Health, Phú Thọ Province 35000, Vietnam.",Vietnam,Unparsed
6111,,NTH,Hanh,"Sub-Department of Animal Health, Phú Thọ Province 35000, Vietnam.",Vietnam,Unparsed
6112,,G,Wambura,"Center for Global Health Research, Kenya Medical Research Institute, Nairobi 00100, Kenya.",Kenya,Kenya Medical Research Institute
6113,,F,Ade,"Center for Global Health Research, Kenya Medical Research Institute, Nairobi 00100, Kenya.",Kenya,Kenya Medical Research Institute
6114,,O,Mito,"Center for Global Health Research, Kenya Medical Research Institute, Nairobi 00100, Kenya.",Kenya,Kenya Medical Research Institute
6115,,V,Chuchu,"Department of Public Health, Pharmacology and Toxicology, University of Nairobi, Nairobi 00100, Kenya.",Kenya,University of Nairobi
6116,,M,Muturi,"Zoonotic Disease Unit, Ministry of Health, Ministry of Agriculture, Livestock and Fisheries, Nairobi 00100, Kenya.",Kenya,Unparsed
6117,,A,Mwatondo,"Zoonotic Disease Unit, Ministry of Health, Ministry of Agriculture, Livestock and Fisheries, Nairobi 00100, Kenya.",Kenya,Unparsed
6118,,K,Hampson,"Institute of Biodiversity, Animal Health and Comparative Medicine, University of Glasgow, Glasgow G12 8QQ, UK.",UK,University of Glasgow
6119,,SM,Thumbi,"Paul G. Allen School for Global Animal Health, Washington State University, Pullman, WA 99164, USA.",USA,Washington State University
6120,,BG,Thomae,"Ministry of Agriculture Livestock and Food, Guatemala City 01013, Guatemala.",Guatemala,Unparsed
6121,,VH,de Paz,"National Health Laboratory, MSPAS, Villa Nueva 01064, Guatemala.",Guatemala,National Health Laboratory
6122,,S,Meneses,"National Health Laboratory, MSPAS, Villa Nueva 01064, Guatemala.",Guatemala,National Health Laboratory
6123,,P,Munyua,"Division of Global Health Protection, Centers for Disease Control, Nairobi 00100, Kenya.",Kenya,Unparsed
6124,,D,Moran,"University del Valle de Guatemala, Guatemala City 01015, Guatemala.",Guatemala,University del Valle de Guatemala
6125,,L,Cadena,"Division of Global Health Protection, Centers for Disease Control, Guatemala City 01001, Guatemala.",Guatemala,Unparsed
6126,,A,Gibson,"The Roslin Institute and The Royal (Dick) School of Veterinary Studies, Division of Genetics and Genomics, The University of Edinburgh, Easter Bush Veterinary Centre, Roslin, Midlothian EH25 9RG, UK.",UK,The University of Edinburgh
6127,,RM,Wallace,"Poxvirus and Rabies Branch, Division of High-Consequence Pathogens and Pathology, National Center for Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30329, USA.",USA,Unparsed
6128,,EG,Pieracci,"Poxvirus and Rabies Branch, Division of High-Consequence Pathogens and Pathology, National Center for Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30329, USA.",USA,Unparsed
6129,,Y,Li,"Poxvirus and Rabies Branch, Division of High-Consequence Pathogens and Pathology, National Center for Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30329, USA.",USA,Unparsed
6130,,M,Qi,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China.",,Tarim University
6131,,K,Zhang,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China.",,Tarim University
6132,,M,Huang,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China.",,Tarim University
6133,,S,Wang,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China.",,Tarim University
6134,,C,Xu,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China.",,Tarim University
6135,,T,Wang,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China.",,Tarim University
6136,,B,Jing,"College of Animal Science, Tarim University, Tarim Road 1487, Alar, 843300, Xinjiang, People's Republic of China. jingbodky@126.com.",,Tarim University
6137,,J,Li,"Academy of Chinese Medical Sciences, Henan University of Chinese Medicine, Zhengzhou, 450046, China. lijunqiangcool@126.com.",China,Henan University of Chinese Medicine
6138,,Q,Zhao,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China.",China,Tarim University
6139,,B,Yang,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China.",China,Tarim University
6140,,M,Huang,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China.",China,Tarim University
6141,,M,Qi,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China.",China,Tarim University
6142,,C,Xu,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China.",China,Tarim University
6143,,B,Jing,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China. jingbodky@126.com.",China,Tarim University
6144,,Z,Zhang,"College of Animal Science and Technology, Tarim University, Alar, 843300, Xinjiang, China. zhangzhenjie2019@126.com.",China,Tarim University
6145,,C,Zhong,"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6146,,P,Li,"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6147,,S,Argade,"Department of GlycoAnalytics Core, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6148,,L,Liu,"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6149,,A,Chilla',"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6150,,W,Liang,"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6151,,H,Xin,"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6152,,B,Eliceiri,"Department of Surgery, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6153,,B,Choudhury,"Department of GlycoAnalytics Core, University of California, San Diego, La Jolla, CA, 92093, USA.",USA,University of California
6154,,N,Ferrara,"Department of Pathology, University of California, San Diego, La Jolla, CA, 92093, USA. nferrara@ucsd.edu.",USA,University of California
6155,,A,Taschereau,"Department of Biochemistry and Functional Genomics, Faculty of Medicine and Health Sciences (FMHS), Université de Sherbrooke, Sherbrooke, QC, Canada.",Canada,Université de Sherbrooke
6156,,K,Thibeault,"Department of Biochemistry and Functional Genomics, Faculty of Medicine and Health Sciences (FMHS), Université de Sherbrooke, Sherbrooke, QC, Canada.",Canada,Université de Sherbrooke
6157,,C,Allard,"Centre de Recherche du Centre hospitalier universitaire de Sherbrooke (CR-CHUS), Sherbrooke, QC, Canada.",Canada,Centre de Recherche du Centre hospitalier universitaire de Sherbrooke (CR-CHUS)
6158,,D,Juvinao-Quintero,"Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA.",USA,Harvard T.H. Chan School of Public Health
6159,,P,Perron,"Department of Medicine, FMHS, Université de Sherbrooke, Sherbrooke, QC, Canada.",Canada,Université de Sherbrooke
6160,,SM,Lutz,"Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA, USA.",USA,Harvard T.H. Chan School of Public Health
6161,,L,Bouchard,"Clinical Department of Laboratory Medicine, Pavillon des Augustines, Centre intégré universitaire de santé et de services sociaux (CIUSSS) du Saguenay-Lac-Saint-Jean - Hôpital de Chicoutimi, 305 rue St-Vallier, Saguenay, QC, G7H 5H6, Canada. Luigi.Bouchard@USherbrooke.ca.",Canada,Centre intégré universitaire de santé et de services sociaux (CIUSSS) du Saguenay-Lac-Saint-Jean - Hôpital de Chicoutimi
6162,,MF,Hivert,"Diabetes Unit, Massachusetts General Hospital, Boston, MA, USA.",USA,Unparsed
6163,,Z,Wang,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6164,,W,Tian,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6165,,D,Wang,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6166,,Y,Guo,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6167,,Z,Cheng,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6168,,Y,Zhang,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6169,,X,Li,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
6170,,Y,Zhi,"College of Animal Science and Technology, Henan Agricultural University, No. 63, Nongye Road, Zhengzhou, 450002, China.",China,Henan Agricultural University
