firstName,initials,lastName,pubmed_affiliation,pubmed_institute,address
Jun,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Jiantao,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Junli,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Jianhua,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Jianxiu,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Jianzhi,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Jifeng,J,Zhang,"Department of Biology, Washington University in St, Louis, St. Louis, Missouri, United States of America.",Washington University in St,"St. Louis, MO 63105, USA"
Jun,J,Feng,"State Key Laboratory of Cotton Biology, School of Life Sciences, Henan University, Kaifeng, Henan, China.",Henan University,"R959+HW6, Ming Lun Jie, Shun He Hui Zu Qu, Kai Feng Shi, He Nan Sheng, China, 475001"
Bing,B,Yang,"Donald Danforth Plant Science Center, St. Louis, Missouri, United States of America.",Unparsed,"975 N Warson Rd, Olivette, MO 63132, USA"
Bo,B,Yang,"Donald Danforth Plant Science Center, St. Louis, Missouri, United States of America.",Unparsed,"975 N Warson Rd, Olivette, MO 63132, USA"
Kimil,K,Acosta-Pagán,"Department of Microbiology and Medical Zoology, Medical Sciences Campus, University of Puerto Rico, San Juan, Puerto Rico.",University of Puerto Rico,"9WWG+H5P, P.º Dr. José Celso Barbosa, San Juan, 00921, Puerto Rico"
Cynthia,C,Pérez,"Graduate School of Public Health, Medical Sciences Campus, University of Puerto Rico, San Juan, Puerto Rico.",University of Puerto Rico,"9WWG+H5P, P.º Dr. José Celso Barbosa, San Juan, 00921, Puerto Rico"
Filipa,F,Godoy-Vitorino,"Department of Microbiology and Medical Zoology, Medical Sciences Campus, University of Puerto Rico, San Juan, Puerto Rico.",University of Puerto Rico,"9WWG+H5P, P.º Dr. José Celso Barbosa, San Juan, 00921, Puerto Rico"
Yushen,Y,Feng,"Life Sciences Institute, University of Michigan, Ann Arbor, MI 48109.",University of Michigan,"210 Washtenaw Ave, Ann Arbor, MI 48109, USA"
Yiming,Y,Feng,"Life Sciences Institute, University of Michigan, Ann Arbor, MI 48109.",University of Michigan,"210 Washtenaw Ave, Ann Arbor, MI 48109, USA"
Ying,Y,Yang,"Life Sciences Institute, University of Michigan, Ann Arbor, MI 48109.",University of Michigan,"210 Washtenaw Ave, Ann Arbor, MI 48109, USA"
Yi,Y,Yang,"Life Sciences Institute, University of Michigan, Ann Arbor, MI 48109.",University of Michigan,"210 Washtenaw Ave, Ann Arbor, MI 48109, USA"
Yanyan,Y,Yang,"Life Sciences Institute, University of Michigan, Ann Arbor, MI 48109.",University of Michigan,"210 Washtenaw Ave, Ann Arbor, MI 48109, USA"
Zhongbo,Z,Hu,"Department of Biology, University of Fribourg, 1700 Fribourg, Switzerland.",University of Fribourg,"Chem. du Musée 10, 1700 Fribourg, Switzerland"
Zunsong,Z,Hu,"Department of Biology, University of Fribourg, 1700 Fribourg, Switzerland.",University of Fribourg,"Chem. du Musée 10, 1700 Fribourg, Switzerland"
Hana,H,Popelka,"Life Sciences Institute, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"210 Washtenaw Ave, Ann Arbor, MI 48109, USA"
Zhangyuan,Z,Yin,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Zhuan,Z,Zhang,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Zihan,Z,Zhang,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Zhe,Z,Zhang,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Zhiguo,Z,Zhang,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Zheng,Z,Zhang,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Yuchen,Y,Lei,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Yuchen,Y,Lei,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI 48109, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Xin,X,Wen,"Life Sciences Institute, and the Department of Molecular, Cellular and Developmental Biology, University of Michigan, Ann Arbor, MI 48109, USA.",University of Michigan,"2220 Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA"
Caiti,C,Smukowski Heil,"Department of Biological Sciences, North Carolina State University, Raleigh, NC, USA. cheil@ncsu.edu.",North Carolina State University,"3510, Thomas Hall, 112 Derieux Pl, Raleigh, NC 27607, USA"
Sebastian,S,Grünberg,"New England Biolabs, Ipswich, Massachusetts, United States of America.",Unparsed,"240 County Rd, Ipswich, MA 01938, USA"
Erbay,E,Yigit,"New England Biolabs, Ipswich, Massachusetts, United States of America.",Unparsed,"240 County Rd, Ipswich, MA 01938, USA"
Bradley,B,Ford,"Department of Pathology, University of Iowa Hospitals and Clinics, Iowa City, Iowa.",University of Iowa Hospitals and Clinics,"200 Hawkins Dr, Iowa City, IA 52242, USA"
Lukasz,L,Weiner,"Division of Pediatric Infectious Diseases, Department of Pediatrics, University of Iowa Hospitals and Clinics, Iowa City, Iowa.",University of Iowa Hospitals and Clinics,"Iowa City, IA 52242, USA"
Dilek,D,Ince,"Division of Infectious Diseases, Department of Internal Medicine, University of Iowa Hospitals and Clinics, Iowa City, Iowa.",University of Iowa Hospitals and Clinics,"200 Hawkins Dr, Iowa City, IA 52242, USA"
Xiaolan,X,Zhao,"Laboratory of Cell Biology, National Heart, Lung, and Blood Institute, National Institutes of Healthgrid.94365.3d, Bethesda, Maryland, USA.",and Blood Institute,"7 Corporate Park # 130, Irvine, CA 92606, USA"
Xianhai,X,Zhao,"Laboratory of Cell Biology, National Heart, Lung, and Blood Institute, National Institutes of Healthgrid.94365.3d, Bethesda, Maryland, USA.",and Blood Institute,"7 Corporate Park # 130, Irvine, CA 92606, USA"
Xiao-Yu,X,Zhao,"Laboratory of Cell Biology, National Heart, Lung, and Blood Institute, National Institutes of Healthgrid.94365.3d, Bethesda, Maryland, USA.",and Blood Institute,"7 Corporate Park # 130, Irvine, CA 92606, USA"
Xiaolan,X,Zhao,"Laboratory of Cell Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD 20892, USA.",Lung and Blood Institute,"31 Center Dr, Bethesda, MD 20892, USA"
Xianhai,X,Zhao,"Laboratory of Cell Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD 20892, USA.",Lung and Blood Institute,"31 Center Dr, Bethesda, MD 20892, USA"
Xiao-Yu,X,Zhao,"Laboratory of Cell Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD 20892, USA.",Lung and Blood Institute,"31 Center Dr, Bethesda, MD 20892, USA"
Neill,N,Kim,"Laboratory of Cell Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD 20892, USA.",Lung and Blood Institute,"31 Center Dr, Bethesda, MD 20892, USA"
Nayun,N,Kim,"Laboratory of Cell Biology, National Heart, Lung and Blood Institute, National Institutes of Health, Bethesda, MD 20892, USA.",Lung and Blood Institute,"31 Center Dr, Bethesda, MD 20892, USA"
Inna,I,Ricardo-Lax,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Jeremie,J,Le Pen,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Yingpu,Y,Yu,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
You,Y,Yu,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Yalun,Y,Yu,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Yanbao,Y,Yu,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Javier,J,Fernandez-Martinez,"Laboratory of Cellular and Structural Biology, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Fabian,F,Schmidt,"Laboratory of Retrovirology, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"430 E 67th St, New York, NY 10065, USA"
Yiska,Y,Weisblum,"Laboratory of Retrovirology, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"430 E 67th St, New York, NY 10065, USA"
Eleftherios,E,Michailidis,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Avery,A,Peace,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY 10065, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Junming,J,Ren,"Department of Biological Engineering, Utah State University, 4105 Old Main Hill, Logan, UT, 84322-4105, USA.",Utah State University,"4105 Old Main Hill, Logan, UT 84321, USA"
Wai,W,Tang,"School of Biological Engineering, Dalian Polytechnic University, Dalian, 116034, Liaoning, China.",Dalian Polytechnic University,"China, Liao Ning Sheng, Da Lian Shi, Gan Jing Zi Qu, Chong De Lu, 轻工苑1号 邮政编码: 116039"
Angela,A,Phillips,"Department of Biological Engineering, Utah State University, 4105 Old Main Hill, Logan, UT, 84322-4105, USA.",Utah State University,"4105 Old Main Hill, Logan, UT 84321, USA"
Joan,J,Hevel,"Department of Chemistry and Biochemistry, Utah State University, 0300 Old Main Hill, Logan, UT, 84322-0300, USA.",Utah State University,"Logan, UT 84322, USA"
Jingyu,J,Zhan,"Department of Biological Engineering, Utah State University, 4105 Old Main Hill, Logan, UT, 84322-4105, USA. jixun.zhan@usu.edu.",Utah State University,"4105 Old Main Hill, Logan, UT 84321, USA"
Jixun,J,Zhan,"Department of Biological Engineering, Utah State University, 4105 Old Main Hill, Logan, UT, 84322-4105, USA. jixun.zhan@usu.edu.",Utah State University,"4105 Old Main Hill, Logan, UT 84321, USA"
Tingting,T,Li,"Program of Molecular and Computational Biology, University of Southern California, Los Angeles, CA 90089-2910, USA.",University of Southern California,"Los Angeles, CA 90007, USA"
Tian-yi,T,Li,"Program of Molecular and Computational Biology, University of Southern California, Los Angeles, CA 90089-2910, USA.",University of Southern California,"Los Angeles, CA 90007, USA"
Tianhong,T,Li,"Program of Molecular and Computational Biology, University of Southern California, Los Angeles, CA 90089-2910, USA.",University of Southern California,"Los Angeles, CA 90007, USA"
Elizabeth,E,Wood,"Department of Biological Sciences, Michigan Technological University, Houghton, MI 49931, USA.",Michigan Technological University,"Dow Environmental Sciences and Engineering Bldg, Houghton, MI 49931, USA"
Ruochen,R,Wu,"Department of Chemical Engineering, Michigan Technological University, Houghton, MI 49931, USA.",Michigan Technological University,"Chemical Sciences & Engineering Bldg, 1400 Townsend Dr, Houghton, MI 49931, USA"
Ronghu,R,Wu,"Department of Chemical Engineering, Michigan Technological University, Houghton, MI 49931, USA.",Michigan Technological University,"Chemical Sciences & Engineering Bldg, 1400 Townsend Dr, Houghton, MI 49931, USA"
Ruonan,R,Wu,"Department of Chemical Engineering, Michigan Technological University, Houghton, MI 49931, USA.",Michigan Technological University,"Chemical Sciences & Engineering Bldg, 1400 Townsend Dr, Houghton, MI 49931, USA"
Han-Jung,H,Lee,"Biological Processing Department, Idaho National Laboratory, Idaho Falls, ID 83415, USA.",Idaho National Laboratory,"1955 Fremont Ave, Idaho Falls, ID 83415, USA"
Hyun,H,Lee,"Biological Processing Department, Idaho National Laboratory, Idaho Falls, ID 83415, USA.",Idaho National Laboratory,"1955 Fremont Ave, Idaho Falls, ID 83415, USA"
Hangnoh,H,Lee,"Biological Processing Department, Idaho National Laboratory, Idaho Falls, ID 83415, USA.",Idaho National Laboratory,"1955 Fremont Ave, Idaho Falls, ID 83415, USA"
Hyeonseok,H,Lee,"Biological Processing Department, Idaho National Laboratory, Idaho Falls, ID 83415, USA.",Idaho National Laboratory,"1955 Fremont Ave, Idaho Falls, ID 83415, USA"
Rajaraman,R,Gopalakrishnan,"Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA.",Blavatnik Institute,"77 Avenue Louis Pasteur, Boston, MA 02115, USA"
Fred,F,Winston,"Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: winston@genetics.med.harvard.edu.",Blavatnik Institute,"77 Avenue Louis Pasteur, Boston, MA 02115, USA"
Pallabita,P,Basu,"School of Chemistry, Raymond & Beverly Sackler Faculty of Exact Sciences, Tel Aviv University, Tel Aviv 6997801, Israel.",Tel Aviv University,"Tel Aviv-Yafo, Israel"
Jordan,J,Berg,"Department of Biochemistry, University of Utah, Salt Lake City, United States.",University of Utah,"Salt Lake City, UT 84132, USA"
Alex,A,Bott,"Department of Biochemistry, University of Utah, Salt Lake City, United States.",University of Utah,"Salt Lake City, UT 84132, USA"
Joseph,J,Ryan,"Dana-Farber Cancer Institute, Harvard Medical School, Boston, United States.",Dana-Farber Cancer Institute,"450 Brookline Ave, Boston, MA 02215, USA"
